ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Trade_Flow,Scale,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
505,"Croatia, Rep. of",HR,HRV,Imports of low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,0.791966882335814,0.945066052195757,1.06858714356138,1.16193292664595,0.941551964797862,1.06063714176863,0.871329094522197,1.14969960306953,1.30876818290499,1.57282509425221,1.4916549218241,1.39804389649858,1.29075289640893,1.40379246259509,1.46691249082138,1.55357778404892,1.38233129306497,1.17743005363609,1.0816814214042,1.43309029644475,1.15543048018955,1.34348703148854,1.42532381493763,1.5783544772475,1.4309034507694,1.47412761289657,1.90366693959906,1.90803960773584,1.95459899071659
506,"Croatia, Rep. of",HR,HRV,Imports of low carbon technology products as share of total imports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,2.70987187773501,3.23872747585925,2.44693232234415,2.89860465621546,3.26063558641371,3.89862185502489,3.76088945877688,3.39507032008453,2.97397072029427,3.21306494526641,3.26344406458915,4.53285893498564,4.05227992664204,3.24620669325739,2.97377322516914,3.8653227493307,3.00037439910819,3.31422324735327,3.40827509704198,3.55479519709722,3.11292574851076,3.21090495578768,4.08732736268947,3.80940345479464,3.10572787382498
507,"Croatia, Rep. of",HR,HRV,Total trade in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,242173765,308430085,351097099,368207339,332850998,371709623,315628090,443942189,559657348,881623384,1107502782,1104938922,1105058745,1434190970,1842522506,1745679294,1594533629,1468672930,1311827402,1784391696,1518946962,1448485019,1558179797,1884210168,1877987324,1942515105,2144660851,2603757252,2706412074
508,"Croatia, Rep. of",HR,HRV,Total trade in low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,1.45323942838425,1.49347741120408,1.588763343576,1.66641535740563,1.38887906546946,1.57589186947569,1.42563116623536,1.92501752251604,2.09282070303257,2.50125940504549,2.647180533377,2.45250448809531,2.2309326828445,2.4234343035012,2.6962858437321,2.82142561063117,2.71449756202363,2.34657286636717,2.29071525444322,3.00572595403614,2.56446641827897,2.85441747467625,2.97496689766783,3.36948585971043,3.06074777852324,3.166887780933,3.72289491993578,3.77721127928459,3.83629299988369
509,"Croatia, Rep. of",HR,HRV,Trade balance in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-21779439,-81916365,-121192053,-145268763,-118443170,-128640737,-70188304,-86338863,-140318268,-227129574,-140626656,-154796278,-173651085,-227340742,-162323742,-176787532,-29467633,-5186818,72931100,82843076,150211848,84969797,65113925,118984446,122064434,134105491,-48643041,-26792960,-51432704
510,"Croatia, Rep. of",HR,HRV,Trade balance in low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-0.130694336287375,-0.396654693187432,-0.548410943546758,-0.657450495886282,-0.494224864126262,-0.545382414061581,-0.317027022809035,-0.374381683623026,-0.524715662777418,-0.644390783458934,-0.336129310271208,-0.343583304901851,-0.35057310997336,-0.384150621688976,-0.237539137910656,-0.285729957466676,-0.0501650241063101,-0.00828724090501541,0.127352411634807,0.139545361146642,0.253605457899869,0.167443411699167,0.124319267792577,0.212776905215427,0.198940876984426,0.218632555139859,-0.0844389592623417,-0.0388679361870946,-0.0729049815494911
511,Cuba,CU,CUB,Comparative advantage in low carbon technology products,Index,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLA,"Trade in Low Carbon Technology Products; Comparative Advantage","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,,0.00997343439983866,0.013990190563769,0.0176242617080189,0.0434013904165779,0.0387312881260913,0.103323610506517,0.124844042258398,0.985844494496135,,,,,,,,,,,,,,,,
512,Cuba,CU,CUB,Exports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,504220,833055,1058200,2171907,2332228,9109229,10919601,42039214,,,,,,,,,,,,,,,,
513,Cuba,CU,CUB,Exports of low carbon technology products as share of total exports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,0.0350628619459302,0.0501562315239848,0.0638066544769144,0.153544411258281,0.139435325458198,0.391514228519893,0.471935335308376,3.80310318251036,,,,,,,,,,,,,,,,
514,Cuba,CU,CUB,Imports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,172210329,144769195,160911044,125740102,146473674,181366666,307473413,474340885,,,,,,,,,,,,,,,,
515,Cuba,CU,CUB,Imports of low carbon technology products as share of total imports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,5.95001918222805,2.97804705788634,3.37683685787636,2.99991322947694,3.13106628943923,3.2302609771311,3.80041409063393,7.3490834589398,,,,,,,,,,,,,,,,
516,Cuba,CU,CUB,Total trade in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,172714549,145602250,161969244,127912009,148805902,190475895,318393014,516380099,,,,,,,,,,,,,,,,
517,Cuba,CU,CUB,Trade balance in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,-171706109,-143936140,-159852844,-123568195,-144141446,-172257437,-296553812,-432301671,,,,,,,,,,,,,,,,
518,Cyprus,CY,CYP,Comparative advantage in low carbon technology products,Index,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLA,"Trade in Low Carbon Technology Products; Comparative Advantage","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,0.353134971547886,0.322649071463297,0.568145814158141,0.560203960548298,0.415825697481387,0.451973501495617,0.510145232283321,0.3848822327458,1.28862326709217,2.31209645138114,1.72041359713272,1.80916121903933,2.16979872384015,1.45756117899445,0.564244786914769,0.240813936268808,0.111283114910517,0.111941718014753,0.0951571999151557,0.150882386190173,0.0764415086283321,0.0726430195637984,0.109020760152505,0.111006341755703,0.16258670929712
519,Cyprus,CY,CYP,Exports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,10478050,11477688,19352054,14685834,13041713,11349426,8182980,8796245,6219283,7768810,18322875,21208824,66148297,125603569,111011060,99259810,131650182,107309096,39405506,19219555.501,14280237.927,16067215.012,12374197.043,22813522.768,17412697.147,11943352.668,17616433.854,22340364.206,20929577.408
520,Cyprus,CY,CYP,Exports of low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,0.130915438534833,0.115502747699489,0.193211311039196,0.153871596753735,0.127224050855855,0.108064935651688,0.0819288379087584,0.0846038070974013,0.0544522108951429,0.0533859431626914,0.105743789065233,0.113336252298627,0.323905587842896,0.521558695350926,0.397100452456499,0.381477462263065,0.509860110159369,0.388284450896705,0.157224549404504,0.080215183101065,0.0614682326272885,0.080694702220322,0.0588112809730666,0.0994559203773261,0.067997807331245,0.0460275800254522,0.0704933903634604,0.0785885206090627,0.0735366440853105
521,Cyprus,CY,CYP,Exports of low carbon technology products as share of total exports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,1.22172423250751,1.1343133564786,2.03685953128445,2.02815534287264,1.47109830567677,1.62713597529612,1.93304430682771,1.4549314671274,4.97113619388817,9.0269783785669,6.77661597184481,7.89925412387654,9.39115189846692,5.89753331016537,2.26465272083824,0.952704460930149,0.45135498838538,0.487582979082097,0.417409184921197,0.693955205480301,0.344699642891056,0.34586990277322,0.575103236976602,0.574612491659204,0.556360271227329
522,Cyprus,CY,CYP,Imports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,88946416,95571401,113256032,90878312,144007464,116005945,105221224,104615903,79097904,90009887,162175625,111305644,148143888,241520159,303213737,294374504,310285358,268436517,163268859,103532446.59,143163596.019,81666016.133,93893600.096,115169746.292,149390865.004,178735570.976,191489024.618,265462225.762,270123461.172
523,Cyprus,CY,CYP,Imports of low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,1.11131928715188,0.961758101195094,1.13075058729255,0.952182285168421,1.40481644731476,1.10456466975848,1.05348572349647,1.00621386474938,0.69253252343908,0.618532659630274,0.935937459679354,0.594797927063057,0.725409954665532,1.00289299127311,1.08463347844553,1.13134650107499,1.20168559137062,0.971303733692519,0.651428579246324,0.432105423025313,0.616237157170655,0.410152901324257,0.446251411516222,0.502084366083115,0.583381837393305,0.688815446146443,0.766256705221298,0.933838115075204,0.949086187268399
524,Cyprus,CY,CYP,Imports of low carbon technology products as share of total imports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,3.90790845616707,3.20650372109527,3.38021677910716,3.12694121474309,2.14313092879844,2.21912071326652,2.94632119741657,1.76775774120018,2.13716909195776,2.79681978630246,2.8403280208643,3.7571135068682,3.61889779621802,3.09109296211561,2.23724137587122,1.63875533857641,1.79054780002552,1.16279200436691,1.19919568649709,1.24766210447911,1.38137037935071,1.95836564958871,2.18580215301947,2.5749132997073,2.30369992146165
525,Cyprus,CY,CYP,Total trade in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,99424466,107049089,132608086,105564146,157049177,127355371,113404204,113412148,85317187,97778697,180498500,132514468,214292185,367123728,414224797,393634314,441935540,375745613,202674365,122752002.091,157443833.946,97733231.145,106267797.139,137983269.06,166803562.151,190678923.644,209105458.472,287802589.968,291053038.58
526,Cyprus,CY,CYP,Total trade in low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,1.24223472568671,1.07726084889458,1.32396189833175,1.10605388192216,1.53204049817061,1.21262960541017,1.13541456140523,1.09081767184679,0.746984734334223,0.671918602792966,1.04168124874459,0.708134179361684,1.04931554250843,1.52445168662403,1.48173393090203,1.51282396333806,1.71154570152999,1.35958818458922,0.808653128650828,0.512320606126378,0.677705389797943,0.490847603544579,0.505062692489289,0.601540286460441,0.65137964472455,0.734843026171895,0.836750095584758,1.01242663568427,1.02262283135371
527,Cyprus,CY,CYP,Trade balance in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-78468366,-84093713,-93903978,-76192478,-130965751,-104656519,-97038244,-95819658,-72878621,-82241077,-143852750,-90096820,-81995591,-115916590,-192202677,-195114694,-178635176,-161127421,-123863353,-84312891.089,-128883358.092,-65598801.121,-81519403.053,-92356223.524,-131978167.857,-166792218.308,-173872590.764,-243121861.556,-249193883.764
528,Cyprus,CY,CYP,Trade balance in low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-0.980403848617042,-0.846255353495604,-0.937539276253355,-0.798310688414687,-1.2775923964589,-0.996499734106791,-0.971556885587713,-0.921610057651983,-0.638080312543937,-0.565146716467583,-0.830193670614121,-0.481461674764429,-0.401504366822636,-0.481334295922182,-0.687533025989035,-0.749869038811927,-0.691825481211248,-0.583019282795814,-0.49420402984182,-0.351890239924248,-0.554768924543366,-0.329458199103935,-0.387440130543155,-0.402628445705789,-0.51538403006206,-0.642787866120991,-0.695763314857837,-0.855249594466142,-0.875549543183089
529,Czech Rep.,CZ,CZE,Comparative advantage in low carbon technology products,Index,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLA,"Trade in Low Carbon Technology Products; Comparative Advantage","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,1.48210789859854,1.39100767970265,1.47895027928741,1.47852172057187,1.44399807152065,1.35826206781209,1.15897237827036,1.18010618932547,1.21066626966391,1.24206376419792,1.33592604622794,1.22682758698474,1.22772676096661,1.35862167422456,1.27749701069166,1.26785049845138,1.17265926410316,1.0645973326599,1.10796656718127,1.09447694992025,1.15453248501025,1.18999654858839,1.36400738369774,1.7468634306043,2.69723058185382
530,Czech Rep.,CZ,CZE,Exports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,339365210,718407497,799520589,,1354701026,1283131949,1535717780,1783503097,1964992823,2382386072,3028112566,3478578022,4437835901,5952598187,7748439550,6061829833,7067987783,8957169397,8060079307,8141736479,8324390633,7320859024,7907050553,9168765432,10528844956,11282278952,13808735505,20486919208,22296862881
531,Czech Rep.,CZ,CZE,Exports of low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,1.19456967769211,1.18643490173263,,2.02855426206119,1.96880798159455,2.48403762194092,2.63019820970018,2.39096872182068,2.37940435886718,2.52733044313222,2.53645354626332,2.83995978491633,3.1331476525203,3.26758200119222,2.92054726070689,3.38068100580985,3.90183949475531,3.85912444759859,3.84614534045384,3.97613535943945,3.89338948982375,4.02861732204378,4.19375650455473,4.22844260705904,4.46737685995923,5.61388770471244,7.27024756716605,7.67461221246082
532,Czech Rep.,CZ,CZE,Exports of low carbon technology products as share of total exports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,5.12757806730869,4.89026229920677,5.3021845758488,5.3528213620556,5.10854218313343,4.88983771637899,4.39158266276193,4.46103634650088,4.67040062486733,4.84931445551005,5.26214033483563,5.35663863108929,5.31375024575766,5.49720772968149,5.12736164908972,5.01585101087688,4.75620770459999,4.63705174609487,4.86012011849259,5.03384123126246,5.20616275673103,5.66584364240616,7.19537325301369,9.04245228310398,9.22973313483146
533,Czech Rep.,CZ,CZE,Imports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,638417652,1204543669,1365575072,93617922,1612413163,1434956744,1623270388,2049837245,1976164976,2297325759,2966428858,3169581289,3997965313,5030890909,6556486952,5571444053,7387360488,7191690761,6179321967,6048162827,6827242861,6356116228,6430426161,7306463596,8667731463,9044420853,9875720946,13432845295,14625126785
